A Abreviation,Dog,H Abreviation,Matchup ID,Schedule Date,Schedule Playoff,Schedule Week,Stadium,Team Favorite Id,Team ID,Team's playing,Team_Season,Opponent Score,Schedule Season,Score Away,Score Home,Spread,Team Score
NE,NYJ,NYJ,NENYJ,12/20/2003,FALSE,16,Giants Stadium,NE,NE,NE@NYJ,2003_NE,16,2003,21,16,-3,21
NE,NYJ,NYJ,NENYJ,12/20/2003,FALSE,16,Giants Stadium,NE,NYJ,NE@NYJ,2003_NYJ,21,2003,21,16,3,16
PIT,BAL,BAL,BALPIT,10/27/2002,FALSE,8,M&T Bank Stadium,PIT,PIT,PIT@BAL,2002_PIT,18,2002,31,18,-3,31
CLE,CIN,CIN,CINCLE,11/17/2002,FALSE,11,Paul Brown Stadium,CLE,CLE,CLE@CIN,2002_CLE,20,2002,27,20,-3,27
CIN,PIT,PIT,CINPIT,11/20/2022,FALSE,11,Acrisure Stadium,CIN,CIN,CIN@PIT,2022_CIN,30,2022,37,30,-3.5,37
CIN,PIT,PIT,CINPIT,11/20/2022,FALSE,11,Acrisure Stadium,CIN,PIT,CIN@PIT,2022_PIT,37,2022,37,30,3.5,30
BAL,CLE,CLE,BALCLE,12/14/2020,FALSE,14,FirstEnergy Stadium,BAL,BAL,BAL@CLE,2020_BAL,42,2020,47,42,-3,47
BAL,CLE,CLE,BALCLE,12/14/2020,FALSE,14,FirstEnergy Stadium,BAL,CLE,BAL@CLE,2020_CLE,47,2020,47,42,3,42
HOU,TEN,TEN,HOUTEN,10/26/2014,FALSE,8,Nissan Stadium,HOU,HOU,HOU@TEN,2014_HOU,16,2014,30,16,-3.5,30
HOU,TEN,TEN,HOUTEN,10/26/2014,FALSE,8,Nissan Stadium,HOU,TEN,HOU@TEN,2014_TEN,30,2014,30,16,3.5,16
IND,HOU,HOU,HOUIND,11/29/2009,FALSE,12,Reliant Stadium,IND,HOU,IND@HOU,2009_HOU,35,2009,35,27,3,27
IND,HOU,HOU,HOUIND,11/29/2009,FALSE,12,Reliant Stadium,IND,IND,IND@HOU,2009_IND,27,2009,35,27,-3,35
IND,JAX,JAX,INDJAX,12/17/2009,FALSE,15,EverBank Field,IND,IND,IND@JAX,2009_IND,31,2009,35,31,-3,35
IND,JAX,JAX,INDJAX,12/17/2009,FALSE,15,EverBank Field,IND,JAX,IND@JAX,2009_JAX,35,2009,35,31,3,31
HOU,TEN,TEN,HOUTEN,12/27/2015,FALSE,16,Nissan Stadium,HOU,HOU,HOU@TEN,2015_HOU,6,2015,34,6,-3.5,34
HOU,TEN,TEN,HOUTEN,12/27/2015,FALSE,16,Nissan Stadium,HOU,TEN,HOU@TEN,2015_TEN,34,2015,34,6,3.5,6
DEN,LVR,LVR,DENLVR,9/8/2008,FALSE,1,Oakland Coliseum,DEN,DEN,DEN@LVR,2008_DEN,14,2008,41,14,-3,41
DEN,LVR,LVR,DENLVR,9/8/2008,FALSE,1,Oakland Coliseum,DEN,LVR,DEN@LVR,2008_LVR,41,2008,41,14,3,14
DEN,LAC,LAC,DENLAC,9/14/2003,FALSE,2,Qualcomm Stadium,DEN,DEN,DEN@LAC,2003_DEN,13,2003,37,13,-3,37
LAC,DEN,DEN,DENLAC,10/9/2011,FALSE,5,Sports Authority Field at Mile High,LAC,DEN,LAC@DEN,2011_DEN,29,2011,29,24,3.5,24
LAC,DEN,DEN,DENLAC,10/9/2011,FALSE,5,Sports Authority Field at Mile High,LAC,LAC,LAC@DEN,2011_LAC,24,2011,29,24,-3.5,29
KC,LVR,LVR,KCLVR,12/6/2015,FALSE,13,Oakland Coliseum,KC,KC,KC@LVR,2015_KC,20,2015,34,20,-3,34
KC,LVR,LVR,KCLVR,12/6/2015,FALSE,13,Oakland Coliseum,KC,LVR,KC@LVR,2015_LVR,34,2015,34,20,3,20
KC,LAC,LAC,KCLAC,12/16/2021,FALSE,15,SoFi Stadium,KC,KC,KC@LAC,2021_KC,28,2021,34,28,-3,34
KC,LAC,LAC,KCLAC,12/16/2021,FALSE,15,SoFi Stadium,KC,LAC,KC@LAC,2021_LAC,34,2021,34,28,3,28
LAC,DEN,DEN,DENLAC,1/2/2011,FALSE,17,Sports Authority Field at Mile High,LAC,DEN,LAC@DEN,2010_DEN,33,2010,33,28,3.5,28
LAC,DEN,DEN,DENLAC,1/2/2011,FALSE,17,Sports Authority Field at Mile High,LAC,LAC,LAC@DEN,2010_LAC,28,2010,33,28,-3.5,33
DAL,PHI,PHI,DALPHI,11/4/2007,FALSE,9,Lincoln Financial Field,DAL,DAL,DAL@PHI,2007_DAL,17,2007,38,17,-3,38
DAL,PHI,PHI,DALPHI,11/4/2007,FALSE,9,Lincoln Financial Field,DAL,PHI,DAL@PHI,2007_PHI,38,2007,38,17,3,17
PHI,DAL,DAL,DALPHI,11/8/2015,FALSE,9,Cowboys Stadium,PHI,DAL,PHI@DAL,2015_DAL,33,2015,33,27,3,27
PHI,DAL,DAL,DALPHI,11/8/2015,FALSE,9,Cowboys Stadium,PHI,PHI,PHI@DAL,2015_PHI,27,2015,33,27,-3,33
PHI,WAS,WAS,PHIWAS,11/15/2010,FALSE,10,FedEx Field,PHI,PHI,PHI@WAS,2010_PHI,28,2010,59,28,-3.5,59
PHI,WAS,WAS,PHIWAS,11/15/2010,FALSE,10,FedEx Field,PHI,WAS,PHI@WAS,2010_WAS,59,2010,59,28,3.5,28
NYG,WAS,WAS,NYGWAS,12/9/2018,FALSE,14,FedEx Field,NYG,NYG,NYG@WAS,2018_NYG,16,2018,40,16,-3,40
NYG,WAS,WAS,NYGWAS,12/9/2018,FALSE,14,FedEx Field,NYG,WAS,NYG@WAS,2018_WAS,40,2018,40,16,3,16
NYG,WAS,WAS,NYGWAS,12/21/2009,FALSE,15,FedEx Field,NYG,NYG,NYG@WAS,2009_NYG,12,2009,45,12,-3,45
NYG,WAS,WAS,NYGWAS,12/21/2009,FALSE,15,FedEx Field,NYG,WAS,NYG@WAS,2009_WAS,45,2009,45,12,3,12
PHI,NYG,NYG,NYGPHI,12/29/2019,FALSE,17,MetLife Stadium,PHI,NYG,PHI@NYG,2019_NYG,34,2019,34,17,3.5,17
PHI,NYG,NYG,NYGPHI,12/29/2019,FALSE,17,MetLife Stadium,PHI,PHI,PHI@NYG,2019_PHI,17,2019,34,17,-3.5,34
GB,DET,DET,DETGB,9/14/2008,FALSE,2,Ford Field,GB,DET,GB@DET,2008_DET,48,2008,48,25,3,25
GB,DET,DET,DETGB,9/14/2008,FALSE,2,Ford Field,GB,GB,GB@DET,2008_GB,25,2008,48,25,-3,48
GB,DET,DET,DETGB,11/22/2007,FALSE,12,Ford Field,GB,DET,GB@DET,2007_DET,37,2007,37,26,3,26
GB,DET,DET,DETGB,11/22/2007,FALSE,12,Ford Field,GB,GB,GB@DET,2007_GB,26,2007,37,26,-3,37
MIN,DET,DET,DETMIN,11/23/2017,FALSE,12,Ford Field,MIN,DET,MIN@DET,2017_DET,30,2017,30,23,3,23
MIN,DET,DET,DETMIN,11/23/2017,FALSE,12,Ford Field,MIN,MIN,MIN@DET,2017_MIN,23,2017,30,23,-3,30
GB,CHI,CHI,CHIGB,12/4/2022,FALSE,13,Soldier Field,GB,CHI,GB@CHI,2022_CHI,28,2022,28,19,3.5,19
GB,CHI,CHI,CHIGB,12/4/2022,FALSE,13,Soldier Field,GB,GB,GB@CHI,2022_GB,19,2022,28,19,-3.5,28
GB,CHI,CHI,CHIGB,12/29/2013,FALSE,17,Soldier Field,GB,CHI,GB@CHI,2013_CHI,33,2013,33,28,3,28
GB,CHI,CHI,CHIGB,12/29/2013,FALSE,17,Soldier Field,GB,GB,GB@CHI,2013_GB,28,2013,33,28,-3,33
GB,DET,DET,DETGB,1/1/2017,FALSE,17,Ford Field,GB,DET,GB@DET,2016_DET,31,2016,31,24,3.5,24
GB,DET,DET,DETGB,1/1/2017,FALSE,17,Ford Field,GB,GB,GB@DET,2016_GB,24,2016,31,24,-3.5,31
CAR,TB,TB,CARTB,10/4/2015,FALSE,4,Raymond James Stadium,CAR,CAR,CAR@TB,2015_CAR,23,2015,37,23,-3,37
CAR,TB,TB,CARTB,10/4/2015,FALSE,4,Raymond James Stadium,CAR,TB,CAR@TB,2015_TB,37,2015,37,23,3,23
CAR,TB,TB,CARTB,10/18/2009,FALSE,6,Raymond James Stadium,CAR,CAR,CAR@TB,2009_CAR,21,2009,28,21,-3,28
CAR,TB,TB,CARTB,10/18/2009,FALSE,6,Raymond James Stadium,CAR,TB,CAR@TB,2009_TB,28,2009,28,21,3,21
NO,ATL,ATL,ATLNO,10/19/2003,FALSE,7,Georgia Dome,NO,NO,NO@ATL,2003_NO,17,2003,45,17,-3,45
TB,ATL,ATL,ATLTB,11/18/2007,FALSE,11,Georgia Dome,TB,ATL,TB@ATL,2007_ATL,31,2007,31,7,3,7
TB,ATL,ATL,ATLTB,11/18/2007,FALSE,11,Georgia Dome,TB,TB,TB@ATL,2007_TB,7,2007,31,7,-3,31
ATL,CAR,CAR,ATLCAR,11/24/2002,FALSE,12,Bank of America Stadium,ATL,ATL,ATL@CAR,2002_ATL,0,2002,41,0,-3.5,41
ATL,TB,TB,ATLTB,12/5/2010,FALSE,13,Raymond James Stadium,ATL,ATL,ATL@TB,2010_ATL,24,2010,28,24,-3,28
ATL,TB,TB,ATLTB,12/5/2010,FALSE,13,Raymond James Stadium,ATL,TB,ATL@TB,2010_TB,28,2010,28,24,3,24
ATL,CAR,CAR,ATLCAR,12/11/2011,FALSE,14,Bank of America Stadium,ATL,ATL,ATL@CAR,2011_ATL,23,2011,31,23,-3,31
ATL,CAR,CAR,ATLCAR,12/11/2011,FALSE,14,Bank of America Stadium,ATL,CAR,ATL@CAR,2011_CAR,31,2011,31,23,3,23
CAR,ATL,ATL,ATLCAR,1/1/2006,FALSE,17,Georgia Dome,CAR,ATL,CAR@ATL,2005_ATL,44,2005,44,11,3.5,11
CAR,ATL,ATL,ATLCAR,1/1/2006,FALSE,17,Georgia Dome,CAR,CAR,CAR@ATL,2005_CAR,11,2005,44,11,-3.5,44
ARI,SF,SF,ARISF,10/6/2016,FALSE,5,Levi's Stadium,ARI,ARI,ARI@SF,2016_ARI,21,2016,33,21,-3.5,33
ARI,SF,SF,ARISF,10/6/2016,FALSE,5,Levi's Stadium,ARI,SF,ARI@SF,2016_SF,33,2016,33,21,3.5,21
SF,SEA,SEA,SFSEA,10/14/2002,FALSE,6,CenturyLink Field,SF,SF,SF@SEA,2002_SF,21,2002,28,21,-3,28
SF,LAR,LAR,LARSF,10/13/2014,FALSE,6,Edward Jones Dome,SF,LAR,SF@LAR,2014_LAR,31,2014,31,17,3.5,17
SF,LAR,LAR,LARSF,10/13/2014,FALSE,6,Edward Jones Dome,SF,SF,SF@LAR,2014_SF,17,2014,31,17,-3.5,31
SEA,LAR,LAR,LARSEA,11/29/2009,FALSE,12,Edward Jones Dome,SEA,LAR,SEA@LAR,2009_LAR,27,2009,27,17,3.5,17
SEA,LAR,LAR,LARSEA,11/29/2009,FALSE,12,Edward Jones Dome,SEA,SEA,SEA@LAR,2009_SEA,17,2009,27,17,-3.5,27
NE,NYJ,NYJ,NENYJ,9/17/2006,FALSE,2,Giants Stadium,NE,NE,NE@NYJ,2006_NE,17,2006,24,17,-6,24
NE,NYJ,NYJ,NENYJ,9/17/2006,FALSE,2,Giants Stadium,NE,NYJ,NE@NYJ,2006_NYJ,24,2006,24,17,6,17
NYJ,BUF,BUF,BUFNYJ,10/7/2001,FALSE,4,Ralph Wilson Stadium,NYJ,NYJ,NYJ@BUF,2001_NYJ,36,2001,42,36,-4.5,42
NE,BUF,BUF,BUFNE,10/3/2004,FALSE,4,Ralph Wilson Stadium,NE,BUF,NE@BUF,2004_BUF,31,2004,31,17,5.5,17
NE,BUF,BUF,BUFNE,10/3/2004,FALSE,4,Ralph Wilson Stadium,NE,NE,NE@BUF,2004_NE,17,2004,31,17,-5.5,31
NYJ,BUF,BUF,BUFNYJ,10/3/2010,FALSE,4,Ralph Wilson Stadium,NYJ,BUF,NYJ@BUF,2010_BUF,38,2010,38,14,6,14
NYJ,BUF,BUF,BUFNYJ,10/3/2010,FALSE,4,Ralph Wilson Stadium,NYJ,NYJ,NYJ@BUF,2010_NYJ,14,2010,38,14,-6,38
NE,BUF,BUF,BUFNE,9/30/2012,FALSE,4,Ralph Wilson Stadium,NE,BUF,NE@BUF,2012_BUF,52,2012,52,28,4.5,28
NE,BUF,BUF,BUFNE,9/30/2012,FALSE,4,Ralph Wilson Stadium,NE,NE,NE@BUF,2012_NE,28,2012,52,28,-4.5,52
NE,BUF,BUF,BUFNE,10/30/2016,FALSE,8,New Era Field,NE,BUF,NE@BUF,2016_BUF,41,2016,41,25,5.5,25
NE,BUF,BUF,BUFNE,10/30/2016,FALSE,8,New Era Field,NE,NE,NE@BUF,2016_NE,25,2016,41,25,-5.5,41
MIA,BUF,BUF,BUFMIA,11/25/2001,FALSE,11,Ralph Wilson Stadium,MIA,MIA,MIA@BUF,2001_MIA,27,2001,34,27,-5,34
BUF,MIA,MIA,BUFMIA,12/5/2004,FALSE,13,Sun Life Stadium,BUF,BUF,BUF@MIA,2004_BUF,32,2004,42,32,-5,42
BUF,MIA,MIA,BUFMIA,12/5/2004,FALSE,13,Sun Life Stadium,BUF,MIA,BUF@MIA,2004_MIA,42,2004,42,32,5,32
NE,NYJ,NYJ,NENYJ,12/26/2005,FALSE,16,Giants Stadium,NE,NE,NE@NYJ,2005_NE,21,2005,31,21,-4,31
NE,NYJ,NYJ,NENYJ,12/26/2005,FALSE,16,Giants Stadium,NE,NYJ,NE@NYJ,2005_NYJ,31,2005,31,21,4,21
PIT,CLE,CLE,CLEPIT,9/9/2007,FALSE,1,FirstEnergy Stadium,PIT,CLE,PIT@CLE,2007_CLE,34,2007,34,7,4.5,7
PIT,CLE,CLE,CLEPIT,9/9/2007,FALSE,1,FirstEnergy Stadium,PIT,PIT,PIT@CLE,2007_PIT,7,2007,34,7,-4.5,34
BAL,CIN,CIN,BALCIN,11/5/2000,FALSE,10,Paul Brown Stadium,BAL,BAL,BAL@CIN,2000_BAL,7,2000,27,7,-6,27
PIT,CIN,CIN,CINPIT,11/13/2011,FALSE,10,Paul Brown Stadium,PIT,CIN,PIT@CIN,2011_CIN,24,2011,24,17,4,17
PIT,CIN,CIN,CINPIT,11/13/2011,FALSE,10,Paul Brown Stadium,PIT,PIT,PIT@CIN,2011_PIT,17,2011,24,17,-4,24
PIT,CIN,CIN,CINPIT,11/26/2000,FALSE,13,Paul Brown Stadium,PIT,PIT,PIT@CIN,2000_PIT,28,2000,48,28,-4,48
IND,JAX,JAX,INDJAX,9/21/2014,FALSE,3,EverBank Field,IND,IND,IND@JAX,2014_IND,17,2014,44,17,-6,44
IND,JAX,JAX,INDJAX,9/21/2014,FALSE,3,EverBank Field,IND,JAX,IND@JAX,2014_JAX,44,2014,44,17,6,17
TEN,JAX,JAX,JAXTEN,10/10/2021,FALSE,5,TIAA Bank Field,TEN,JAX,TEN@JAX,2021_JAX,37,2021,37,19,4.5,19
TEN,JAX,JAX,JAXTEN,10/10/2021,FALSE,5,TIAA Bank Field,TEN,TEN,TEN@JAX,2021_TEN,19,2021,37,19,-4.5,37
TEN,JAX,JAX,JAXTEN,10/26/2003,FALSE,8,EverBank Field,TEN,TEN,TEN@JAX,2003_TEN,17,2003,30,17,-4.5,30
JAX,HOU,HOU,HOUJAX,12/24/2005,FALSE,16,Reliant Stadium,JAX,HOU,JAX@HOU,2005_HOU,38,2005,38,20,6,20
JAX,HOU,HOU,HOUJAX,12/24/2005,FALSE,16,Reliant Stadium,JAX,JAX,JAX@HOU,2005_JAX,20,2005,38,20,-6,38
IND,JAX,JAX,INDJAX,12/18/2008,FALSE,16,EverBank Field,IND,IND,IND@JAX,2008_IND,24,2008,31,24,-6,31
IND,JAX,JAX,INDJAX,12/18/2008,FALSE,16,EverBank Field,IND,JAX,IND@JAX,2008_JAX,31,2008,31,24,6,24
IND,TEN,TEN,INDTEN,12/30/2018,FALSE,17,Nissan Stadium,IND,IND,IND@TEN,2018_IND,17,2018,33,17,-5.5,33
IND,TEN,TEN,INDTEN,12/30/2018,FALSE,17,Nissan Stadium,IND,TEN,IND@TEN,2018_TEN,33,2018,33,17,5.5,17
DEN,KC,KC,DENKC,12/6/2009,FALSE,13,Arrowhead Stadium,DEN,DEN,DEN@KC,2009_DEN,13,2009,44,13,-6,44
DEN,KC,KC,DENKC,12/6/2009,FALSE,13,Arrowhead Stadium,DEN,KC,DEN@KC,2009_KC,44,2009,44,13,6,13
DEN,KC,KC,DENKC,12/1/2013,FALSE,13,Arrowhead Stadium,DEN,DEN,DEN@KC,2013_DEN,28,2013,35,28,-6,35
DEN,KC,KC,DENKC,12/1/2013,FALSE,13,Arrowhead Stadium,DEN,KC,DEN@KC,2013_KC,35,2013,35,28,6,28
KC,LVR,LVR,KCLVR,12/15/2013,FALSE,15,Oakland Coliseum,KC,KC,KC@LVR,2013_KC,31,2013,56,31,-6,56
KC,LVR,LVR,KCLVR,12/15/2013,FALSE,15,Oakland Coliseum,KC,LVR,KC@LVR,2013_LVR,56,2013,56,31,6,31
KC,LAC,LAC,KCLAC,1/1/2017,FALSE,17,Qualcomm Stadium,KC,KC,KC@LAC,2016_KC,27,2016,37,27,-5.5,37
KC,LAC,LAC,KCLAC,1/1/2017,FALSE,17,Qualcomm Stadium,KC,LAC,KC@LAC,2016_LAC,37,2016,37,27,5.5,27
DAL,WAS,WAS,DALWAS,9/15/2019,FALSE,2,FedEx Field,DAL,DAL,DAL@WAS,2019_DAL,21,2019,31,21,-6,31
DAL,WAS,WAS,DALWAS,9/15/2019,FALSE,2,FedEx Field,DAL,WAS,DAL@WAS,2019_WAS,31,2019,31,21,6,21
WAS,PHI,PHI,PHIWAS,12/23/2012,FALSE,16,Lincoln Financial Field,WAS,PHI,WAS@PHI,2012_PHI,27,2012,27,20,6,20
WAS,PHI,PHI,PHIWAS,12/23/2012,FALSE,16,Lincoln Financial Field,WAS,WAS,WAS@PHI,2012_WAS,20,2012,27,20,-6,27
DAL,WAS,WAS,DALWAS,12/28/2014,FALSE,17,FedEx Field,DAL,DAL,DAL@WAS,2014_DAL,17,2014,44,17,-6,44
DAL,WAS,WAS,DALWAS,12/28/2014,FALSE,17,FedEx Field,DAL,WAS,DAL@WAS,2014_WAS,44,2014,44,17,6,17
DAL,PHI,PHI,DALPHI,1/8/2022,FALSE,18,Lincoln Financial Field,DAL,DAL,DAL@PHI,2021_DAL,26,2021,51,26,-6,51
DAL,PHI,PHI,DALPHI,1/8/2022,FALSE,18,Lincoln Financial Field,DAL,PHI,DAL@PHI,2021_PHI,51,2021,51,26,6,26
GB,CHI,CHI,CHIGB,9/29/2003,FALSE,4,Soldier Field,GB,GB,GB@CHI,2003_GB,23,2003,38,23,-4,38
CHI,DET,DET,CHIDET,1/3/2010,FALSE,17,Ford Field,CHI,CHI,CHI@DET,2009_CHI,23,2009,37,23,-4.5,37
CHI,DET,DET,CHIDET,1/3/2010,FALSE,17,Ford Field,CHI,DET,CHI@DET,2009_DET,37,2009,37,23,4.5,23
GB,CHI,CHI,CHIGB,1/3/2021,FALSE,17,Soldier Field,GB,CHI,GB@CHI,2020_CHI,35,2020,35,16,4.5,16
GB,CHI,CHI,CHIGB,1/3/2021,FALSE,17,Soldier Field,GB,GB,GB@CHI,2020_GB,16,2020,35,16,-4.5,35
CAR,ATL,ATL,ATLCAR,9/23/2007,FALSE,3,Georgia Dome,CAR,ATL,CAR@ATL,2007_ATL,27,2007,27,20,4,20
CAR,ATL,ATL,ATLCAR,9/23/2007,FALSE,3,Georgia Dome,CAR,CAR,CAR@ATL,2007_CAR,20,2007,27,20,-4,27
ATL,TB,TB,ATLTB,11/3/2016,FALSE,9,Raymond James Stadium,ATL,ATL,ATL@TB,2016_ATL,28,2016,43,28,-4.5,43
ATL,TB,TB,ATLTB,11/3/2016,FALSE,9,Raymond James Stadium,ATL,TB,ATL@TB,2016_TB,43,2016,43,28,4.5,28
NO,CAR,CAR,CARNO,11/10/2002,FALSE,10,Bank of America Stadium,NO,NO,NO@CAR,2002_NO,24,2002,34,24,-4,34
TB,CAR,CAR,CARTB,11/15/2020,FALSE,10,Bank of America Stadium,TB,CAR,TB@CAR,2020_CAR,46,2020,46,23,6,23
TB,CAR,CAR,CARTB,11/15/2020,FALSE,10,Bank of America Stadium,TB,TB,TB@CAR,2020_TB,23,2020,46,23,-6,46
NO,TB,TB,NOTB,11/17/2019,FALSE,11,Raymond James Stadium,NO,NO,NO@TB,2019_NO,17,2019,34,17,-5,34
NO,TB,TB,NOTB,11/17/2019,FALSE,11,Raymond James Stadium,NO,TB,NO@TB,2019_TB,34,2019,34,17,5,17
NO,ATL,ATL,ATLNO,12/10/2007,FALSE,14,Georgia Dome,NO,ATL,NO@ATL,2007_ATL,34,2007,34,14,4.5,14
NO,ATL,ATL,ATLNO,12/10/2007,FALSE,14,Georgia Dome,NO,NO,NO@ATL,2007_NO,14,2007,34,14,-4.5,34
NO,ATL,ATL,ATLNO,1/9/2022,FALSE,18,Mercedes-Benz Stadium,NO,ATL,NO@ATL,2021_ATL,30,2021,30,20,4.5,20
NO,ATL,ATL,ATLNO,1/9/2022,FALSE,18,Mercedes-Benz Stadium,NO,NO,NO@ATL,2021_NO,20,2021,30,20,-4.5,30
SF,LAR,LAR,LARSF,9/26/2013,FALSE,4,Edward Jones Dome,SF,LAR,SF@LAR,2013_LAR,35,2013,35,11,4,11
SF,LAR,LAR,LARSF,9/26/2013,FALSE,4,Edward Jones Dome,SF,SF,SF@LAR,2013_SF,11,2013,35,11,-4,35
SEA,ARI,ARI,ARISEA,10/17/2013,FALSE,7,University of Phoenix Stadium,SEA,ARI,SEA@ARI,2013_ARI,34,2013,34,22,4.5,22
SEA,ARI,ARI,ARISEA,10/17/2013,FALSE,7,University of Phoenix Stadium,SEA,SEA,SEA@ARI,2013_SEA,22,2013,34,22,-4.5,34
SEA,ARI,ARI,ARISEA,11/6/2005,FALSE,9,University of Phoenix Stadium,SEA,ARI,SEA@ARI,2005_ARI,33,2005,33,19,4.5,19
SEA,ARI,ARI,ARISEA,11/6/2005,FALSE,9,University of Phoenix Stadium,SEA,SEA,SEA@ARI,2005_SEA,19,2005,33,19,-4.5,33
SF,LAR,LAR,LARSF,12/31/2017,FALSE,17,Los Angeles Memorial Coliseum,SF,LAR,SF@LAR,2017_LAR,34,2017,34,13,6,13
SF,LAR,LAR,LARSF,12/31/2017,FALSE,17,Los Angeles Memorial Coliseum,SF,SF,SF@LAR,2017_SF,13,2017,34,13,-6,34
NE,NYJ,NYJ,NENYJ,9/9/2007,FALSE,1,Giants Stadium,NE,NE,NE@NYJ,2007_NE,14,2007,38,14,-6.5,38
NE,NYJ,NYJ,NENYJ,9/9/2007,FALSE,1,Giants Stadium,NE,NYJ,NE@NYJ,2007_NYJ,38,2007,38,14,6.5,14
PIT,CIN,CIN,CINPIT,10/13/2002,FALSE,6,Paul Brown Stadium,PIT,PIT,PIT@CIN,2002_PIT,7,2002,34,7,-6.5,34
PIT,CLE,CLE,CLEPIT,1/2/2011,FALSE,17,FirstEnergy Stadium,PIT,CLE,PIT@CLE,2010_CLE,41,2010,41,9,6.5,9
PIT,CLE,CLE,CLEPIT,1/2/2011,FALSE,17,FirstEnergy Stadium,PIT,PIT,PIT@CLE,2010_PIT,9,2010,41,9,-6.5,41
LAC,KC,KC,KCLAC,1/3/2021,FALSE,17,Arrowhead Stadium,LAC,KC,LAC@KC,2020_KC,38,2020,38,21,6.5,21
LAC,KC,KC,KCLAC,1/3/2021,FALSE,17,Arrowhead Stadium,LAC,LAC,LAC@KC,2020_LAC,21,2020,38,21,-6.5,38
DAL,NYG,NYG,DALNYG,11/4/2019,FALSE,9,MetLife Stadium,DAL,DAL,DAL@NYG,2019_DAL,18,2019,37,18,-6.5,37
DAL,NYG,NYG,DALNYG,11/4/2019,FALSE,9,MetLife Stadium,DAL,NYG,DAL@NYG,2019_NYG,37,2019,37,18,6.5,18
PHI,WAS,WAS,PHIWAS,12/15/2019,FALSE,15,FedEx Field,PHI,PHI,PHI@WAS,2019_PHI,27,2019,37,27,-6.5,37
PHI,WAS,WAS,PHIWAS,12/15/2019,FALSE,15,FedEx Field,PHI,WAS,PHI@WAS,2019_WAS,37,2019,37,27,6.5,27
GB,CHI,CHI,CHIGB,9/13/2015,FALSE,1,Soldier Field,GB,CHI,GB@CHI,2015_CHI,31,2015,31,23,6.5,23
GB,CHI,CHI,CHIGB,9/13/2015,FALSE,1,Soldier Field,GB,GB,GB@CHI,2015_GB,23,2015,31,23,-6.5,31
TB,ATL,ATL,ATLTB,9/21/2003,FALSE,3,Georgia Dome,TB,TB,TB@ATL,2003_TB,10,2003,31,10,-6.5,31
CAR,TB,TB,CARTB,10/24/2013,FALSE,8,Raymond James Stadium,CAR,CAR,CAR@TB,2013_CAR,13,2013,31,13,-6.5,31
CAR,TB,TB,CARTB,10/24/2013,FALSE,8,Raymond James Stadium,CAR,TB,CAR@TB,2013_TB,31,2013,31,13,6.5,13
TEN,HOU,HOU,HOUTEN,1/3/2021,FALSE,17,NRG Stadium,TEN,HOU,TEN@HOU,2020_HOU,41,2020,41,38,7,38
TEN,HOU,HOU,HOUTEN,1/3/2021,FALSE,17,NRG Stadium,TEN,TEN,TEN@HOU,2020_TEN,38,2020,41,38,-7,41
LAC,LVR,LVR,LVRLAC,10/12/2014,FALSE,6,Oakland Coliseum,LAC,LAC,LAC@LVR,2014_LAC,28,2014,31,28,-7,31
LAC,LVR,LVR,LVRLAC,10/12/2014,FALSE,6,Oakland Coliseum,LAC,LVR,LAC@LVR,2014_LVR,31,2014,31,28,7,28
KC,LVR,LVR,KCLVR,11/22/2020,FALSE,11,Allegiant Stadium,KC,KC,KC@LVR,2020_KC,31,2020,35,31,-7.5,35
KC,LVR,LVR,KCLVR,11/22/2020,FALSE,11,Allegiant Stadium,KC,LVR,KC@LVR,2020_LVR,35,2020,35,31,7.5,31
KC,LAC,LAC,KCLAC,11/30/2003,FALSE,13,Qualcomm Stadium,KC,KC,KC@LAC,2003_KC,24,2003,28,24,-7.5,28
DAL,WAS,WAS,DALWAS,11/20/2011,FALSE,11,FedEx Field,DAL,DAL,DAL@WAS,2011_DAL,24,2011,27,24,-7,27
DAL,WAS,WAS,DALWAS,11/20/2011,FALSE,11,FedEx Field,DAL,WAS,DAL@WAS,2011_WAS,27,2011,27,24,7,24
PHI,NYG,NYG,NYGPHI,12/17/2017,FALSE,15,MetLife Stadium,PHI,NYG,PHI@NYG,2017_NYG,34,2017,34,29,7.5,29
PHI,NYG,NYG,NYGPHI,12/17/2017,FALSE,15,MetLife Stadium,PHI,PHI,PHI@NYG,2017_PHI,29,2017,34,29,-7.5,34
GB,DET,DET,DETGB,9/22/2002,FALSE,3,Ford Field,GB,GB,GB@DET,2002_GB,31,2002,37,31,-7.5,37
GB,DET,DET,DETGB,11/22/2001,FALSE,11,Pontiac Silverdome,GB,GB,GB@DET,2001_GB,27,2001,29,27,-7,29
LAR,SEA,SEA,LARSEA,9/10/2000,FALSE,2,Husky Stadium,LAR,LAR,LAR@SEA,2000_LAR,34,2000,37,34,-7.5,37
LAR,SEA,SEA,LARSEA,10/7/2018,FALSE,5,CenturyLink Field,LAR,LAR,LAR@SEA,2018_LAR,31,2018,33,31,-7.5,33
LAR,SEA,SEA,LARSEA,10/7/2018,FALSE,5,CenturyLink Field,LAR,SEA,LAR@SEA,2018_SEA,33,2018,33,31,7.5,31
LAR,ARI,ARI,ARILAR,11/23/2003,FALSE,12,University of Phoenix Stadium,LAR,LAR,LAR@ARI,2003_LAR,27,2003,30,27,-7,30
