A Abreviation,Dog,H Abreviation,Matchup ID,Schedule Date,Schedule Playoff,Schedule Week,Stadium,Team Favorite Id,Team ID,Team's playing,Team_Season,Opponent Score,Schedule Season,Score Away,Score Home,Spread,Team Score
SEA,SF,SF,SFSEA,1/3/2021,FALSE,17,Levi's Stadium,SEA,SEA,SEA@SF,2020_SEA,23,2020,26,23,-7,26
SEA,SF,SF,SFSEA,1/3/2021,FALSE,17,Levi's Stadium,SEA,SF,SEA@SF,2020_SF,26,2020,26,23,7,23
KC,DEN,DEN,DENKC,12/11/2022,FALSE,14,Empower Field at Mile High,KC,DEN,KC@DEN,2022_DEN,34,2022,34,28,9,28
KC,DEN,DEN,DENKC,12/11/2022,FALSE,14,Empower Field at Mile High,KC,KC,KC@DEN,2022_KC,28,2022,34,28,-9,34
NE,NYJ,NYJ,NENYJ,11/9/2020,FALSE,9,MetLife Stadium,NE,NE,NE@NYJ,2020_NE,27,2020,30,27,-9.5,30
NE,NYJ,NYJ,NENYJ,11/9/2020,FALSE,9,MetLife Stadium,NE,NYJ,NE@NYJ,2020_NYJ,30,2020,30,27,9.5,27
NE,MIA,MIA,MIANE,9/12/2011,FALSE,1,Sun Life Stadium,NE,MIA,NE@MIA,2011_MIA,38,2011,38,24,7.5,24
NE,MIA,MIA,MIANE,9/12/2011,FALSE,1,Sun Life Stadium,NE,NE,NE@MIA,2011_NE,24,2011,38,24,-7.5,38
BUF,MIA,MIA,BUFMIA,11/17/2019,FALSE,11,Hard Rock Stadium,BUF,BUF,BUF@MIA,2019_BUF,20,2019,37,20,-7,37
BUF,MIA,MIA,BUFMIA,11/17/2019,FALSE,11,Hard Rock Stadium,BUF,MIA,BUF@MIA,2019_MIA,37,2019,37,20,7,20
NE,NYJ,NYJ,NENYJ,11/22/2012,FALSE,12,MetLife Stadium,NE,NE,NE@NYJ,2012_NE,19,2012,49,19,-7,49
NE,NYJ,NYJ,NENYJ,11/22/2012,FALSE,12,MetLife Stadium,NE,NYJ,NE@NYJ,2012_NYJ,49,2012,49,19,7,19
NE,MIA,MIA,MIANE,1/1/2017,FALSE,17,Sun Life Stadium,NE,MIA,NE@MIA,2016_MIA,35,2016,35,14,7.5,14
NE,MIA,MIA,MIANE,1/1/2017,FALSE,17,Sun Life Stadium,NE,NE,NE@MIA,2016_NE,14,2016,35,14,-7.5,35
BAL,CIN,CIN,BALCIN,11/30/2008,FALSE,13,Paul Brown Stadium,BAL,BAL,BAL@CIN,2008_BAL,3,2008,34,3,-7,34
BAL,CIN,CIN,BALCIN,11/30/2008,FALSE,13,Paul Brown Stadium,BAL,CIN,BAL@CIN,2008_CIN,34,2008,34,3,7,3
PIT,CLE,CLE,CLEPIT,12/24/2005,FALSE,16,FirstEnergy Stadium,PIT,CLE,PIT@CLE,2005_CLE,41,2005,41,0,7,0
PIT,CLE,CLE,CLEPIT,12/24/2005,FALSE,16,FirstEnergy Stadium,PIT,PIT,PIT@CLE,2005_PIT,0,2005,41,0,-7,41
KC,DEN,DEN,DENKC,10/25/2020,FALSE,7,Sports Authority Field at Mile High,KC,DEN,KC@DEN,2020_DEN,43,2020,43,16,7,16
KC,DEN,DEN,DENKC,10/25/2020,FALSE,7,Sports Authority Field at Mile High,KC,KC,KC@DEN,2020_KC,16,2020,43,16,-7,43
PHI,DAL,DAL,DALPHI,11/18/2001,FALSE,10,Texas Stadium,PHI,PHI,PHI@DAL,2001_PHI,3,2001,36,3,-7,36
PHI,DAL,DAL,DALPHI,11/15/2004,FALSE,10,Texas Stadium,PHI,DAL,PHI@DAL,2004_DAL,49,2004,49,21,7,21
PHI,DAL,DAL,DALPHI,11/15/2004,FALSE,10,Texas Stadium,PHI,PHI,PHI@DAL,2004_PHI,21,2004,49,21,-7,49
PHI,NYG,NYG,NYGPHI,12/11/2022,FALSE,14,MetLife Stadium,PHI,NYG,PHI@NYG,2022_NYG,48,2022,48,22,7,22
PHI,NYG,NYG,NYGPHI,12/11/2022,FALSE,14,MetLife Stadium,PHI,PHI,PHI@NYG,2022_PHI,22,2022,48,22,-7,48
WAS,PHI,PHI,PHIWAS,1/1/2006,FALSE,17,Lincoln Financial Field,WAS,PHI,WAS@PHI,2005_PHI,31,2005,31,20,7,20
WAS,PHI,PHI,PHIWAS,1/1/2006,FALSE,17,Lincoln Financial Field,WAS,WAS,WAS@PHI,2005_WAS,20,2005,31,20,-7,31
GB,MIN,MIN,GBMIN,10/27/2013,FALSE,8,Mall of America Field,GB,GB,GB@MIN,2013_GB,31,2013,44,31,-7.5,44
GB,MIN,MIN,GBMIN,10/27/2013,FALSE,8,Mall of America Field,GB,MIN,GB@MIN,2013_MIN,44,2013,44,31,7.5,31
CHI,MIN,MIN,CHIMIN,12/20/2010,FALSE,15,TCF Bank Stadium,CHI,CHI,CHI@MIN,2010_CHI,14,2010,40,14,-7,40
CHI,MIN,MIN,CHIMIN,12/20/2010,FALSE,15,TCF Bank Stadium,CHI,MIN,CHI@MIN,2010_MIN,40,2010,40,14,7,14
TB,ATL,ATL,ATLTB,11/5/2000,FALSE,10,Georgia Dome,TB,TB,TB@ATL,2000_TB,14,2000,27,14,-7,27
SEA,SF,SF,SFSEA,11/7/2004,FALSE,9,Candlestick Park,SEA,SEA,SEA@SF,2004_SEA,27,2004,42,27,-7,42
SEA,SF,SF,SFSEA,11/7/2004,FALSE,9,Candlestick Park,SEA,SF,SEA@SF,2004_SF,42,2004,42,27,7,27
LAR,ARI,ARI,ARILAR,12/3/2017,FALSE,13,University of Phoenix Stadium,LAR,ARI,LAR@ARI,2017_ARI,32,2017,32,16,7,16
LAR,ARI,ARI,ARILAR,12/3/2017,FALSE,13,University of Phoenix Stadium,LAR,LAR,LAR@ARI,2017_LAR,16,2017,32,16,-7,32
ARI,LAR,LAR,ARILAR,1/1/2017,FALSE,17,Los Angeles Memorial Coliseum,ARI,ARI,ARI@LAR,2016_ARI,6,2016,44,6,-7,44
ARI,LAR,LAR,ARILAR,1/1/2017,FALSE,17,Los Angeles Memorial Coliseum,ARI,LAR,ARI@LAR,2016_LAR,44,2016,44,6,7,6
PIT,CIN,CIN,CINPIT,10/19/2008,FALSE,7,Paul Brown Stadium,PIT,CIN,PIT@CIN,2008_CIN,38,2008,38,10,8.5,10
PIT,CIN,CIN,CINPIT,10/19/2008,FALSE,7,Paul Brown Stadium,PIT,PIT,PIT@CIN,2008_PIT,10,2008,38,10,-8.5,38
LAC,LVR,LVR,LVRLAC,9/28/2008,FALSE,4,Oakland Coliseum,LAC,LAC,LAC@LVR,2008_LAC,18,2008,28,18,-8,28
LAC,LVR,LVR,LVRLAC,9/28/2008,FALSE,4,Oakland Coliseum,LAC,LVR,LAC@LVR,2008_LVR,28,2008,28,18,8,18
LAC,LVR,LVR,LVRLAC,12/30/2007,FALSE,17,Oakland Coliseum,LAC,LAC,LAC@LVR,2007_LAC,17,2007,30,17,-9,30
LAC,LVR,LVR,LVRLAC,12/30/2007,FALSE,17,Oakland Coliseum,LAC,LVR,LAC@LVR,2007_LVR,30,2007,30,17,9,17
PHI,WAS,WAS,PHIWAS,10/26/2009,FALSE,7,FedEx Field,PHI,PHI,PHI@WAS,2009_PHI,17,2009,27,17,-9,27
PHI,WAS,WAS,PHIWAS,10/26/2009,FALSE,7,FedEx Field,PHI,WAS,PHI@WAS,2009_WAS,27,2009,27,17,9,17
SEA,ARI,ARI,ARISEA,12/21/2014,FALSE,16,University of Phoenix Stadium,SEA,ARI,SEA@ARI,2014_ARI,35,2014,35,6,9.5,6
SEA,ARI,ARI,ARISEA,12/21/2014,FALSE,16,University of Phoenix Stadium,SEA,SEA,SEA@ARI,2014_SEA,6,2014,35,6,-9.5,35
PHI,WAS,WAS,PHIWAS,9/16/2002,FALSE,2,FedEx Field,PHI,PHI,PHI@WAS,2002_PHI,7,2002,37,7,-3,37
ATL,CAR,CAR,ATLCAR,12/24/2016,FALSE,16,Bank of America Stadium,ATL,ATL,ATL@CAR,2016_ATL,16,2016,33,16,-3,33
ATL,CAR,CAR,ATLCAR,12/24/2016,FALSE,16,Bank of America Stadium,ATL,CAR,ATL@CAR,2016_CAR,33,2016,33,16,3,16
SF,SEA,SEA,SFSEA,12/29/2019,FALSE,17,CenturyLink Field,SF,SEA,SF@SEA,2019_SEA,26,2019,26,21,3.5,21
SF,SEA,SEA,SFSEA,12/29/2019,FALSE,17,CenturyLink Field,SF,SF,SF@SEA,2019_SF,21,2019,26,21,-3.5,26
LAC,KC,KC,KCLAC,10/25/2009,FALSE,7,Arrowhead Stadium,LAC,KC,LAC@KC,2009_KC,37,2009,37,7,5.5,7
LAC,KC,KC,KCLAC,10/25/2009,FALSE,7,Arrowhead Stadium,LAC,LAC,LAC@KC,2009_LAC,7,2009,37,7,-5.5,37
MIN,CHI,CHI,CHIMIN,10/15/2000,FALSE,7,Soldier Field,MIN,MIN,MIN@CHI,2000_MIN,16,2000,28,16,-6,28
BUF,NE,NE,BUFNE,12/28/2020,FALSE,16,Gillette Stadium,BUF,BUF,BUF@NE,2020_BUF,9,2020,38,9,-7,38
BUF,NE,NE,BUFNE,12/28/2020,FALSE,16,Gillette Stadium,BUF,NE,BUF@NE,2020_NE,38,2020,38,9,7,9
ATL,CAR,CAR,ATLCAR,12/12/2010,FALSE,14,Bank of America Stadium,ATL,ATL,ATL@CAR,2010_ATL,10,2010,31,10,-7.5,31
ATL,CAR,CAR,ATLCAR,12/12/2010,FALSE,14,Bank of America Stadium,ATL,CAR,ATL@CAR,2010_CAR,31,2010,31,10,7.5,10
DAL,WAS,WAS,DALWAS,12/22/2013,FALSE,16,FedEx Field,DAL,DAL,DAL@WAS,2013_DAL,23,2013,24,23,-2.5,24
DAL,WAS,WAS,DALWAS,12/22/2013,FALSE,16,FedEx Field,DAL,WAS,DAL@WAS,2013_WAS,24,2013,24,23,2.5,23
NYJ,NE,NE,NENYJ,9/23/2001,FALSE,2,Foxboro Stadium,NYJ,NYJ,NYJ@NE,2001_NYJ,3,2001,10,3,-1.5,10
NYJ,BUF,BUF,BUFNYJ,12/29/2019,FALSE,17,New Era Field,NYJ,BUF,NYJ@BUF,2019_BUF,13,2019,13,6,1,6
NYJ,BUF,BUF,BUFNYJ,12/29/2019,FALSE,17,New Era Field,NYJ,NYJ,NYJ@BUF,2019_NYJ,6,2019,13,6,-1,13
BAL,CIN,CIN,BALCIN,9/26/2004,FALSE,3,Paul Brown Stadium,BAL,BAL,BAL@CIN,2004_BAL,9,2004,23,9,-1.5,23
BAL,CIN,CIN,BALCIN,9/26/2004,FALSE,3,Paul Brown Stadium,BAL,CIN,BAL@CIN,2004_CIN,23,2004,23,9,1.5,9
TEN,HOU,HOU,HOUTEN,10/30/2022,FALSE,8,NRG Stadium,TEN,HOU,TEN@HOU,2022_HOU,17,2022,17,10,1,10
TEN,HOU,HOU,HOUTEN,10/30/2022,FALSE,8,NRG Stadium,TEN,TEN,TEN@HOU,2022_TEN,10,2022,17,10,-1,17
KC,LVR,LVR,KCLVR,9/18/2005,FALSE,2,Oakland Coliseum,KC,KC,KC@LVR,2005_KC,17,2005,23,17,-1.5,23
KC,LVR,LVR,KCLVR,9/18/2005,FALSE,2,Oakland Coliseum,KC,LVR,KC@LVR,2005_LVR,23,2005,23,17,1.5,17
KC,LVR,LVR,KCLVR,10/16/2016,FALSE,6,Oakland Coliseum,KC,KC,KC@LVR,2016_KC,10,2016,26,10,-1,26
KC,LVR,LVR,KCLVR,10/16/2016,FALSE,6,Oakland Coliseum,KC,LVR,KC@LVR,2016_LVR,26,2016,26,10,1,10
PHI,WAS,WAS,PHIWAS,9/10/2017,FALSE,1,FedEx Field,PHI,PHI,PHI@WAS,2017_PHI,17,2017,30,17,-1,30
PHI,WAS,WAS,PHIWAS,9/10/2017,FALSE,1,FedEx Field,PHI,WAS,PHI@WAS,2017_WAS,30,2017,30,17,1,17
WAS,NYG,NYG,NYGWAS,10/28/2018,FALSE,8,MetLife Stadium,WAS,NYG,WAS@NYG,2018_NYG,20,2018,20,13,1,13
WAS,NYG,NYG,NYGWAS,10/28/2018,FALSE,8,MetLife Stadium,WAS,WAS,WAS@NYG,2018_WAS,13,2018,20,13,-1,20
DAL,WAS,WAS,DALWAS,11/16/2008,FALSE,11,FedEx Field,DAL,DAL,DAL@WAS,2008_DAL,10,2008,14,10,-2,14
DAL,WAS,WAS,DALWAS,11/16/2008,FALSE,11,FedEx Field,DAL,WAS,DAL@WAS,2008_WAS,14,2008,14,10,2,10
MIN,CHI,CHI,CHIMIN,11/1/2015,FALSE,8,Soldier Field,MIN,CHI,MIN@CHI,2015_CHI,23,2015,23,20,1.5,20
MIN,CHI,CHI,CHIMIN,11/1/2015,FALSE,8,Soldier Field,MIN,MIN,MIN@CHI,2015_MIN,20,2015,23,20,-1.5,23
NO,CAR,CAR,CARNO,11/12/2000,FALSE,11,Bank of America Stadium,NO,NO,NO@CAR,2000_NO,10,2000,20,10,-2,20
LAR,ARI,ARI,ARILAR,9/18/2005,FALSE,2,University of Phoenix Stadium,LAR,ARI,LAR@ARI,2005_ARI,17,2005,17,12,1,12
LAR,ARI,ARI,ARILAR,9/18/2005,FALSE,2,University of Phoenix Stadium,LAR,LAR,LAR@ARI,2005_LAR,12,2005,17,12,-1,17
SEA,SF,SF,SFSEA,9/30/2007,FALSE,4,Candlestick Park,SEA,SEA,SEA@SF,2007_SEA,3,2007,23,3,-1,23
SEA,SF,SF,SFSEA,9/30/2007,FALSE,4,Candlestick Park,SEA,SF,SEA@SF,2007_SF,23,2007,23,3,1,3
ARI,SF,SF,ARISF,11/5/2017,FALSE,9,Levi's Stadium,ARI,ARI,ARI@SF,2017_ARI,10,2017,20,10,-2,20
ARI,SF,SF,ARISF,11/5/2017,FALSE,9,Levi's Stadium,ARI,SF,ARI@SF,2017_SF,20,2017,20,10,2,10
SF,ARI,ARI,ARISF,11/29/2010,FALSE,12,University of Phoenix Stadium,SF,ARI,SF@ARI,2010_ARI,27,2010,27,6,2,6
SF,ARI,ARI,ARISF,11/29/2010,FALSE,12,University of Phoenix Stadium,SF,SF,SF@ARI,2010_SF,6,2010,27,6,-2,27
NE,MIA,MIA,MIANE,11/13/2005,FALSE,10,Sun Life Stadium,NE,MIA,NE@MIA,2005_MIA,23,2005,23,16,2.5,16
NE,MIA,MIA,MIANE,11/13/2005,FALSE,10,Sun Life Stadium,NE,NE,NE@MIA,2005_NE,16,2005,23,16,-2.5,23
BUF,MIA,MIA,BUFMIA,12/31/2017,FALSE,17,Hard Rock Stadium,BUF,BUF,BUF@MIA,2017_BUF,16,2017,22,16,-2.5,22
BUF,MIA,MIA,BUFMIA,12/31/2017,FALSE,17,Hard Rock Stadium,BUF,MIA,BUF@MIA,2017_MIA,22,2017,22,16,2.5,16
BAL,PIT,PIT,BALPIT,9/3/2000,FALSE,1,Three Rivers Stadium,BAL,BAL,BAL@PIT,2000_BAL,0,2000,16,0,-2.5,16
DEN,LVR,LVR,DENLVR,9/27/2009,FALSE,3,Oakland Coliseum,DEN,DEN,DEN@LVR,2009_DEN,3,2009,23,3,-2.5,23
DEN,LVR,LVR,DENLVR,9/27/2009,FALSE,3,Oakland Coliseum,DEN,LVR,DEN@LVR,2009_LVR,23,2009,23,3,2.5,3
DEN,LVR,LVR,DENLVR,10/17/2004,FALSE,6,Oakland Coliseum,DEN,DEN,DEN@LVR,2004_DEN,3,2004,31,3,-2.5,31
DEN,LVR,LVR,DENLVR,10/17/2004,FALSE,6,Oakland Coliseum,DEN,LVR,DEN@LVR,2004_LVR,31,2004,31,3,2.5,3
PHI,WAS,WAS,PHIWAS,12/16/2001,FALSE,14,FedEx Field,PHI,PHI,PHI@WAS,2001_PHI,6,2001,20,6,-2.5,20
PHI,DAL,DAL,DALPHI,12/24/2011,FALSE,16,Cowboys Stadium,PHI,DAL,PHI@DAL,2011_DAL,20,2011,20,7,2.5,7
PHI,DAL,DAL,DALPHI,12/24/2011,FALSE,16,Cowboys Stadium,PHI,PHI,PHI@DAL,2011_PHI,7,2011,20,7,-2.5,20
GB,CHI,CHI,CHIGB,11/11/2001,FALSE,9,Soldier Field,GB,GB,GB@CHI,2001_GB,12,2001,20,12,-2.5,20
GB,CHI,CHI,CHIGB,12/3/2000,FALSE,14,Soldier Field,GB,GB,GB@CHI,2000_GB,6,2000,28,6,-2.5,28
DET,CHI,CHI,CHIDET,1/3/2016,FALSE,17,Soldier Field,DET,CHI,DET@CHI,2015_CHI,24,2015,24,20,2.5,20
DET,CHI,CHI,CHIDET,1/3/2016,FALSE,17,Soldier Field,DET,DET,DET@CHI,2015_DET,20,2015,24,20,-2.5,24
TB,NO,NO,NOTB,9/18/2022,FALSE,2,Caesars Superdome,TB,NO,TB@NO,2022_NO,20,2022,20,10,2.5,10
TB,NO,NO,NOTB,9/18/2022,FALSE,2,Caesars Superdome,TB,TB,TB@NO,2022_TB,10,2022,20,10,-2.5,20
NO,ATL,ATL,ATLNO,12/6/2020,FALSE,13,Mercedes-Benz Stadium,NO,ATL,NO@ATL,2020_ATL,21,2020,21,16,2.5,16
NO,ATL,ATL,ATLNO,12/6/2020,FALSE,13,Mercedes-Benz Stadium,NO,NO,NO@ATL,2020_NO,16,2020,21,16,-2.5,21
ARI,SF,SF,ARISF,9/7/2008,FALSE,1,Candlestick Park,ARI,ARI,ARI@SF,2008_ARI,13,2008,23,13,-2.5,23
ARI,SF,SF,ARISF,9/7/2008,FALSE,1,Candlestick Park,ARI,SF,ARI@SF,2008_SF,23,2008,23,13,2.5,13
LAR,SEA,SEA,LARSEA,10/7/2021,FALSE,5,Lumen Field,LAR,LAR,LAR@SEA,2021_LAR,17,2021,26,17,-2.5,26
LAR,SEA,SEA,LARSEA,10/7/2021,FALSE,5,Lumen Field,LAR,SEA,LAR@SEA,2021_SEA,26,2021,26,17,2.5,17
LAR,ARI,ARI,ARILAR,12/1/2019,FALSE,13,University of Phoenix Stadium,LAR,ARI,LAR@ARI,2019_ARI,34,2019,34,7,2.5,7
LAR,ARI,ARI,ARILAR,12/1/2019,FALSE,13,University of Phoenix Stadium,LAR,LAR,LAR@ARI,2019_LAR,7,2019,34,7,-2.5,34
GB,DET,DET,DETGB,12/29/2019,FALSE,17,Ford Field,GB,DET,GB@DET,2019_DET,23,2019,23,20,13,20
GB,DET,DET,DETGB,12/29/2019,FALSE,17,Ford Field,GB,GB,GB@DET,2019_GB,20,2019,23,20,-13,23
SEA,LAR,LAR,LARSEA,10/28/2013,FALSE,8,Edward Jones Dome,SEA,LAR,SEA@LAR,2013_LAR,14,2013,14,9,13,9
SEA,LAR,LAR,LARSEA,10/28/2013,FALSE,8,Edward Jones Dome,SEA,SEA,SEA@LAR,2013_SEA,9,2013,14,9,-13,14
NE,BUF,BUF,BUFNE,9/8/2013,FALSE,1,Ralph Wilson Stadium,NE,BUF,NE@BUF,2013_BUF,23,2013,23,21,10.5,21
NE,BUF,BUF,BUFNE,9/8/2013,FALSE,1,Ralph Wilson Stadium,NE,NE,NE@BUF,2013_NE,21,2013,23,21,-10.5,23
BUF,NYJ,NYJ,BUFNYJ,10/25/2020,FALSE,7,MetLife Stadium,BUF,BUF,BUF@NYJ,2020_BUF,10,2020,18,10,-10,18
BUF,NYJ,NYJ,BUFNYJ,10/25/2020,FALSE,7,MetLife Stadium,BUF,NYJ,BUF@NYJ,2020_NYJ,18,2020,18,10,10,10
NE,NYJ,NYJ,NENYJ,12/21/2014,FALSE,16,MetLife Stadium,NE,NE,NE@NYJ,2014_NE,16,2014,17,16,-10,17
NE,NYJ,NYJ,NENYJ,12/21/2014,FALSE,16,MetLife Stadium,NE,NYJ,NE@NYJ,2014_NYJ,17,2014,17,16,10,16
IND,HOU,HOU,HOUIND,12/12/2004,FALSE,14,Reliant Stadium,IND,HOU,IND@HOU,2004_HOU,23,2004,23,14,10,14
IND,HOU,HOU,HOUIND,12/12/2004,FALSE,14,Reliant Stadium,IND,IND,IND@HOU,2004_IND,14,2004,23,14,-10,23
DEN,KC,KC,DENKC,11/25/2012,FALSE,12,Arrowhead Stadium,DEN,DEN,DEN@KC,2012_DEN,9,2012,17,9,-10.5,17
DEN,KC,KC,DENKC,11/25/2012,FALSE,12,Arrowhead Stadium,DEN,KC,DEN@KC,2012_KC,17,2012,17,9,10.5,9
MIN,DET,DET,DETMIN,12/7/2008,FALSE,14,Ford Field,MIN,DET,MIN@DET,2008_DET,20,2008,20,16,10.5,16
MIN,DET,DET,DETMIN,12/7/2008,FALSE,14,Ford Field,MIN,MIN,MIN@DET,2008_MIN,16,2008,20,16,-10.5,20
DET,CHI,CHI,CHIDET,12/21/2014,FALSE,16,Soldier Field,DET,CHI,DET@CHI,2014_CHI,20,2014,20,14,10,14
DET,CHI,CHI,CHIDET,12/21/2014,FALSE,16,Soldier Field,DET,DET,DET@CHI,2014_DET,14,2014,20,14,-10,20
NO,ATL,ATL,ATLNO,12/13/2009,FALSE,14,Georgia Dome,NO,ATL,NO@ATL,2009_ATL,26,2009,26,23,10,23
NO,ATL,ATL,ATLNO,12/13/2009,FALSE,14,Georgia Dome,NO,NO,NO@ATL,2009_NO,23,2009,26,23,-10,26
NE,MIA,MIA,MIANE,9/15/2019,FALSE,2,Hard Rock Stadium,NE,MIA,NE@MIA,2019_MIA,43,2019,43,0,18,0
NE,MIA,MIA,MIANE,9/15/2019,FALSE,2,Hard Rock Stadium,NE,NE,NE@MIA,2019_NE,0,2019,43,0,-18,43
NE,BUF,BUF,BUFNE,10/29/2018,FALSE,8,New Era Field,NE,BUF,NE@BUF,2018_BUF,25,2018,25,6,13.5,6
NE,BUF,BUF,BUFNE,10/29/2018,FALSE,8,New Era Field,NE,NE,NE@BUF,2018_NE,6,2018,25,6,-13.5,25
NE,NYJ,NYJ,NENYJ,11/25/2018,FALSE,12,MetLife Stadium,NE,NE,NE@NYJ,2018_NE,13,2018,27,13,-13,27
NE,NYJ,NYJ,NENYJ,11/25/2018,FALSE,12,MetLife Stadium,NE,NYJ,NE@NYJ,2018_NYJ,27,2018,27,13,13,13
BAL,CLE,CLE,BALCLE,11/16/2009,FALSE,10,FirstEnergy Stadium,BAL,BAL,BAL@CLE,2009_BAL,0,2009,16,0,-11,16
BAL,CLE,CLE,BALCLE,11/16/2009,FALSE,10,FirstEnergy Stadium,BAL,CLE,BAL@CLE,2009_CLE,16,2009,16,0,11,0
PIT,CLE,CLE,CLEPIT,1/3/2016,FALSE,17,FirstEnergy Stadium,PIT,CLE,PIT@CLE,2015_CLE,28,2015,28,12,13,12
PIT,CLE,CLE,CLEPIT,1/3/2016,FALSE,17,FirstEnergy Stadium,PIT,PIT,PIT@CLE,2015_PIT,12,2015,28,12,-13,28
BAL,CIN,CIN,BALCIN,1/3/2021,FALSE,17,Paul Brown Stadium,BAL,BAL,BAL@CIN,2020_BAL,3,2020,38,3,-13.5,38
BAL,CIN,CIN,BALCIN,1/3/2021,FALSE,17,Paul Brown Stadium,BAL,CIN,BAL@CIN,2020_CIN,38,2020,38,3,13.5,3
DAL,NYG,NYG,DALNYG,12/19/2021,FALSE,15,MetLife Stadium,DAL,DAL,DAL@NYG,2021_DAL,6,2021,21,6,-12,21
DAL,NYG,NYG,DALNYG,12/19/2021,FALSE,15,MetLife Stadium,DAL,NYG,DAL@NYG,2021_NYG,21,2021,21,6,12,6
GB,DET,DET,DETGB,11/26/2009,FALSE,12,Ford Field,GB,DET,GB@DET,2009_DET,34,2009,34,12,11.5,12
GB,DET,DET,DETGB,11/26/2009,FALSE,12,Ford Field,GB,GB,GB@DET,2009_GB,12,2009,34,12,-11.5,34
TB,CAR,CAR,CARTB,12/26/2021,FALSE,16,Bank of America Stadium,TB,CAR,TB@CAR,2021_CAR,32,2021,32,6,11,6
TB,CAR,CAR,CARTB,12/26/2021,FALSE,16,Bank of America Stadium,TB,TB,TB@CAR,2021_TB,6,2021,32,6,-11,32
LAR,ARI,ARI,ARILAR,12/23/2018,FALSE,16,University of Phoenix Stadium,LAR,ARI,LAR@ARI,2018_ARI,31,2018,31,9,14.5,9
LAR,ARI,ARI,ARILAR,12/23/2018,FALSE,16,University of Phoenix Stadium,LAR,LAR,LAR@ARI,2018_LAR,9,2018,31,9,-14.5,31
NE,NYJ,NYJ,NENYJ,10/21/2019,FALSE,7,MetLife Stadium,NE,NE,NE@NYJ,2019_NE,0,2019,33,0,-10,33
NE,NYJ,NYJ,NENYJ,10/21/2019,FALSE,7,MetLife Stadium,NE,NYJ,NE@NYJ,2019_NYJ,33,2019,33,0,10,0
BAL,CLE,CLE,BALCLE,12/22/2019,FALSE,16,FirstEnergy Stadium,BAL,BAL,BAL@CLE,2019_BAL,15,2019,31,15,-10,31
BAL,CLE,CLE,BALCLE,12/22/2019,FALSE,16,FirstEnergy Stadium,BAL,CLE,BAL@CLE,2019_CLE,31,2019,31,15,10,15
IND,HOU,HOU,HOUIND,9/22/2002,FALSE,3,Reliant Stadium,IND,IND,IND@HOU,2002_IND,3,2002,23,3,-10.5,23
IND,HOU,HOU,HOUIND,12/5/2021,FALSE,13,NRG Stadium,IND,HOU,IND@HOU,2021_HOU,31,2021,31,0,10,0
IND,HOU,HOU,HOUIND,12/5/2021,FALSE,13,NRG Stadium,IND,IND,IND@HOU,2021_IND,0,2021,31,0,-10,31
LAC,LVR,LVR,LVRLAC,11/11/2018,FALSE,10,Oakland Coliseum,LAC,LAC,LAC@LVR,2018_LAC,6,2018,20,6,-10.5,20
LAC,LVR,LVR,LVRLAC,11/11/2018,FALSE,10,Oakland Coliseum,LAC,LVR,LAC@LVR,2018_LVR,20,2018,20,6,10.5,6
DEN,LVR,LVR,DENLVR,12/6/2012,FALSE,14,Oakland Coliseum,DEN,DEN,DEN@LVR,2012_DEN,13,2012,26,13,-10.5,26
DEN,LVR,LVR,DENLVR,12/6/2012,FALSE,14,Oakland Coliseum,DEN,LVR,DEN@LVR,2012_LVR,26,2012,26,13,10.5,13
DEN,LVR,LVR,DENLVR,12/29/2013,FALSE,17,Oakland Coliseum,DEN,DEN,DEN@LVR,2013_DEN,14,2013,34,14,-10,34
DEN,LVR,LVR,DENLVR,12/29/2013,FALSE,17,Oakland Coliseum,DEN,LVR,DEN@LVR,2013_LVR,34,2013,34,14,10,14
MIN,DET,DET,DETMIN,9/20/2009,FALSE,2,Ford Field,MIN,DET,MIN@DET,2009_DET,27,2009,27,13,10,13
MIN,DET,DET,DETMIN,9/20/2009,FALSE,2,Ford Field,MIN,MIN,MIN@DET,2009_MIN,13,2009,27,13,-10,27
NO,TB,TB,NOTB,11/22/2009,FALSE,11,Raymond James Stadium,NO,NO,NO@TB,2009_NO,7,2009,38,7,-10.5,38
NO,TB,TB,NOTB,11/22/2009,FALSE,11,Raymond James Stadium,NO,TB,NO@TB,2009_TB,38,2009,38,7,10.5,7
TB,ATL,ATL,ATLTB,12/5/2021,FALSE,13,Mercedes-Benz Stadium,TB,ATL,TB@ATL,2021_ATL,30,2021,30,17,10.5,17
TB,ATL,ATL,ATLTB,12/5/2021,FALSE,13,Mercedes-Benz Stadium,TB,TB,TB@ATL,2021_TB,17,2021,30,17,-10.5,30
NO,TB,TB,NOTB,12/9/2018,FALSE,14,Raymond James Stadium,NO,NO,NO@TB,2018_NO,14,2018,28,14,-10,28
NO,TB,TB,NOTB,12/9/2018,FALSE,14,Raymond James Stadium,NO,TB,NO@TB,2018_TB,28,2018,28,14,10,14
SF,LAR,LAR,LARSF,12/21/2008,FALSE,16,Edward Jones Dome,SF,LAR,SF@LAR,2008_LAR,17,2008,17,16,3.5,16
SF,LAR,LAR,LARSF,12/21/2008,FALSE,16,Edward Jones Dome,SF,SF,SF@LAR,2008_SF,16,2008,17,16,-3.5,17
NE,BUF,BUF,BUFNE,12/16/2001,FALSE,14,Ralph Wilson Stadium,NE,NE,NE@BUF,2001_NE,9,2001,12,9,-4,12
